X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
-17.4436007802125,14.7270367753375,"4956886115",node,10,,doctors,,,,,"50110040",,,,dd92b4bbfe8b446c8eaa9d05db0b2b04,,,,,,,"1",,2017/07/07 14:17:36,Clinique CASTOR,,Jacques Cartier,,,,,,
-16.4715140020729,16.0332031637397,"2710795252",node,13,,doctors,,,,,"68404087",,,,7953db4298d54bcdb35c9da96345d4b2,,,,"bing;survey",,,"4",,2019/03/22 09:57:05,Poste de Santé/Marternité de khor,,Jean-Marc Liotier,,,,,,
,,"359606181",way,6,,pharmacy,,,,,"32520396",,,,8b29d1993a1d4a5ab69ab9eb5642e128,,,,,,,"1",,2015/07/09 14:27:43,,,Tim Carpenter,,,,,,
-17.4491475046376,14.6884304836915,"5564808793",node,13,,pharmacy,,,,,"71224527",,,,20c4723e581540c1ab44c2b64c291431,,,,,,,"2",,2019/06/13 16:20:37,Pharmacie Diallo,,mapman44,,,,,pharmacy,
-17.49939466723,14.7299362432832,"3045955163",node,10,,pharmacy,,,,,"26534578",,,,ecb7a9249f354c56adfd6a6cf81615d5,,,,,,,"2",,2014/11/03 20:19:30,Pharmacie Atlantic,,SeverinGeo,,,,,,
-15.8789326422637,14.8668681264867,"5242559929",node,10,,pharmacy,,,,,"53998987",,,,33ba1ead9654455788a3f7f455142435,,,,,,,"1",,2017/11/22 11:34:09,Pharmacie Matlabouchif Ay,,Badji Pape Moussa,,,,,,
-17.3727090739229,14.7835305512699,"4859610808",node,10,,pharmacy,,,,,"50070849",,,,421e86ca48b748ebb90979541bbb9763,,,,,,,"2",,2017/07/05 23:26:59,Baye Laye,,SeverinGeo,,,,,,
-17.3467523314513,14.768217065629,"5137766010",node,10,,pharmacy,,,,,"52479721",,,,66fdaf717fa14428b5f79f4694072bef,,,,,,,"1",,2017/09/29 16:18:48,Afia 5,,Lord Salomon,,,,,,
-17.4655500509579,14.7142871462393,"1800646751",node,6,,dentist,,,,,"12001058",,,,daa6fb7694c94945a1e813cd53388483,,,,,,,"1",,2012/06/24 14:44:07,,,skorasaurus,,,,,,
-16.4715159299106,16.0331233680214,"6630813388",node,58,,doctors,,Khor,Ministère de la santé,powered_pump,"72455444",private,"1",,126adfd90faa46afb2b3e76472ae7d56,,"Mo-Fr 08:00-18:00; PH off",operational,healthsites.io,,"emergency_department;ultrasound","2",False,2019/07/20 09:23:50,Poste de santé de khor,,mueschel,True,,,False,"doctor;pharmacy;birthing_center",public
,,"454684713",way,10,,clinic,,,,,"43824058",,,,d6cd8ee4ee084a0ca22a921b73275499,,,,,,,"1",,2016/11/20 15:17:52,Maternity Clinic,,Andrew Rickard,,,,,,
-17.4693727017192,14.7043032937312,"593790884",node,6,,pharmacy,,,,,"41302063",,,,b6a2361145f244fb84ad29fb592da91b,,,,,,,"2",,2016/08/07 11:00:22,,,Domisailor,,,,,,
-17.4602634169883,14.7040999487602,"5543615949",node,10,,pharmacy,,,,,"71224527",,,,1da6b29d7a964be4a3b2c10dd4c87825,,,,,,,"2",,2019/06/13 16:20:37,,,mapman44,,,,,pharmacy,
-17.3215852480776,14.779333983808,"3672589595",node,10,,pharmacy,,,,,"36764824",,,,f6ccb66beded4ae6a5f0e950af1ffdf9,,,,,,,"2",,2016/01/23 20:38:07,Pharmacie Dial Diop,,Jean-Marc Liotier,,,,,,
,,"661000238",way,13,,hospital,,,,,"66079035",,,,5a27015e934843219472eac7db38600a,,,,,,,"1",,2019/01/06 19:54:39,Clinique Milogo,,diallomomo,,,,,hospital,
,,"489277137",way,10,,clinic,,,,,"48120223",,,,2055afe1b20245669cc51b3b79c772b9,,,,,,,"1",,2017/04/25 11:04:50,Clinique Adja Oumy,,Ndangane,,,,,,
-17.2663776751872,14.8273886919872,"5596179862",node,10,,hospital,,,,,"58675212",,,,ecee4ba51cba4b418a4fa5906f0baac7,,,,,,,"1",,2018/05/04 10:37:21,Ndeye Fatou FAYE,,Ismaila SEYE,,,,,,
,,"369699606",way,13,,hospital,,,,,"36764824",,,,52355d37dab74fe28ac95a65cd4487cc,,,,,,,"2",yes,2016/01/23 19:55:15,Hopital de Thiaroye,,Jean-Marc Liotier,,,,,,
-17.4553061079943,14.6849780615934,"560764191",node,17,,hospital,,,,,"72669214",,,,323a5ec8a4014782b68aea080edbcc4b,,24/7,,,,,"6",,2019/07/26 04:41:18,Centre Hospitalier Abass Ndao,,HubMiner,,,,,hospital,
,,"207339347",way,13,,clinic,,,,,"19557772",,,,0ee3681a26d5471289afc3d136713541,,,,"bing;survey",,,"2",,2013/12/20 22:10:18,Clinique Ya Salam,,Jorieke V,,,,,,
-16.9355753052465,14.7760884270802,"2461964794",node,10,,hospital,,,,,"17891458",,,,db12f097a86048e1a40b264fcace9879,,,,,,,"1",,2013/09/17 17:52:51,BARTHEMY,,fassar,,,,,,
-17.3919616349602,14.7518384915518,"4475363125",node,13,,hospital,,,,,"71224078",,,,24132319f8fe468e85bdef789192115f,,,,,,,"3",,2019/06/13 16:06:45,Poste de sante Croix rouge,,mapman44,,,,,hospital,
-14.8045109568215,13.981296335419,"6466609085",node,6,,pharmacy,,,,,"70139094",,,,3939e04f9d0d4ad1b837724299922dbf,,,,,,,"1",,2019/05/11 14:33:50,,,Robert Willis,,,,,,
-17.3200632620994,14.7462783560816,"2347511615",node,13,,pharmacy,,,,,"71224660",,,,f2ef9bcd3cc84dae811cc8c2bd16b9a6,,,,,,,"2",,2019/06/13 16:24:13,,,mapman44,,,,no,pharmacy,
-16.4910259830134,16.0206009723183,"6630799586",node,58,,pharmacy,,"Djoloféne, avenue Moutaphe Malick Gaye",Docteur Moussa Bâ,water_works,"72455444","private;public","1","+221339617618",b92f84c756524f21850d08b1b27c0985,,"Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-13:00; Su off; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Pharmacie du Fleuve,,mueschel,True,,,True,pharmacy,private
-17.3530126072935,14.7748409484309,"5141742224",node,10,,doctors,,,,,"58371075",,,,61dd2557d507427983ff0ebe97a85752,,,,,,,"2",,2018/04/24 11:37:25,CCTAS,,Lord Salomon,,,,,,
-17.4415650673888,14.6676580321518,"5507790921",node,10,,pharmacy,,,,,"57560487",,,,806cc09771574104aa575937f13188ee,,,,,,,"1",,2018/03/27 09:20:38,Pharmacie Kawsara,,Elhadji M'Baye Seyni,,,,,,
-16.3976165453052,15.9199154559223,"6630810586",node,58,,doctors,,Rao gare,Ministère de la santé et de l'action sociale,water_works,"72455444",no,,,db99e167e03449209c5eb8aee70bfb22,,"Mo-Fr 09:00-18:00; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Poste de santé de Rao,"1",mueschel,False,"1",,False,"doctor;pharmacy",public
-16.0787202497273,14.138688444269,"5442828628",node,13,,pharmacy,,,,,"71224965",,,,40eef14b9e324f1183f9b1a0edf6c801,,,,,,,"2",,2019/06/13 16:31:50,Pharmacie du Sine,,mapman44,,,,,pharmacy,
,,"445394344",way,10,,clinic,,,,,"42593268",,,,aaa47c33c99b470aa7e7f18366588558,,,,,,,"2",,2016/10/02 23:01:19,Health Sub Center,,MichaelChiaro10,,,,,,
-17.3677681096401,14.7467454795455,"5169479950",node,13,,doctors,,,,,"71224611",,,,fdcc760fdf0140d8b86c9d276d74e879,,,,,,,"3",,2019/06/13 16:23:01,Poste de santé El hadji Moustapha gueye,,mapman44,,,,,doctor,
,,"456590631",way,13,,pharmacy,,,,,"71224078",,,,a7534d26a96142f3863dcd7174ad5719,,,,,,,"3",,2019/06/13 16:06:45,PHARMACIE DAME THIANE,,mapman44,,,,,pharmacy,
-17.3850740574844,14.7703155589075,"3991847330",node,13,,clinic,,,,,"50046861",,,,4302e7989875446eb0b3411a26f2a687,,,,survey,,,"3",,2017/07/05 00:31:14,Poste de Santé Medina Gounass,,SeverinGeo,,,,,,
-17.4501689233583,14.7612441603789,"4712396806",node,6,,pharmacy,,,,,"46506102",,,,6943e62a4772415d985cce58497554dc,,,,,,,"1",,2017/03/01 21:58:02,,,AlassaneC,,,,,,
-16.4463283108742,16.0189159583233,"6630801295",node,58,,doctors,,Maka toubé,Ministère de la santé,powered_pump,"72455444",no,,,2daeeea37ca84db1b233d604b7a6d6bf,,"Mo-Fr 09:00-13:00; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de santé de Maka toubé,"2",mueschel,True,"1",,False,"doctor;pharmacy",public
-15.8822316755338,14.8750575811634,"7066446186",node,10,,hospital,,,,,"78582687",,,,2c0c0e34e73543b0ad0b8048849ceb4e,,,,,,,"1",,2019/12/18 12:54:45,Poste de santé ser igne mouhamadou Moustapha Mbacke,,A F Bousso,,,,,,
,,"420821457",way,13,,pharmacy,,,,,"70940288",,,,1b3d19f4929e47e1ab8c8216568495cd,,,,,,,"4",,2019/06/04 23:07:30,,,mapman44,,,,no,pharmacy,
-17.4656936329592,14.7402215928485,"4956870865",node,10,,clinic,,,,,"50109741",,,,a8db48e7c4714ebfa12586e11b2306be,,,,,,,"1",,2017/07/07 14:04:12,Clinique médicale,,Jacques Cartier,,,,,,
-17.4435991038319,14.7037504233979,"4076543522",node,13,,pharmacy,,,,,"71224527",,,,bd1f31b950a54c11bc97dfdb78b8a007,,,,,,,"2",,2019/06/13 16:20:37,PHARMACIE MAMADOU RACINE SY,,mapman44,,,,,pharmacy,
-16.4899617327675,15.9933000240347,"6630796290",node,62,,doctors,,Pikine 15m,ONG (IPPF),water_works,"72455444",private,,"+221339611658",61a64645301e40bb8b5e2bb20ebf0fd9,,"Mo 08h:00-16h:00; Tu 08h:00-16h:00; We 08h:00-16h:00; Th 08h:00-16h:00; Fr 08h:00-16h:00; Sa 08h:00-10h:00; Su off; PH off",operational,healthsites.io,,laboratory,"2",False,2019/07/20 09:23:50,Association Sénégalaise pour le bien-être des familles (ASBEF),,mueschel,True,,https://asbef.asso-web.com,False,laboratory,community
-16.4884010223966,15.8653209354299,"6630801186",node,55,,doctors,,Ricott,Ministère de la santé,,"72455444",no,,,aeffb9999e374ce3acaa09fac249e1f0,,24/7,operational,healthsites.io,,intensive_care_unit,"2",False,2019/07/20 09:23:50,Case de sante de Ricott,"1",mueschel,False,,,False,alternative,public
,,"377141899",way,6,,hospital,,,,,"34904313",,,,05c839d955f44c818750aada2fad5a82,,,,,,,"1",,2015/10/27 14:08:39,,,dlil9hhk,,,,,,
,,"415857514",way,10,,hospital,,,,,"39128135",,,,67d1a383e6a94103bf9ff70d823170df,,,,,,,"1",,2016/05/05 19:38:16,Thiabedji Health Post Maternity Ward,,mcstrlln,,,,,,
-17.4446001545279,14.7381503407552,"4956981353",node,10,,pharmacy,,,,,"50111558",,,,011a34b0f4b44793985d6aac4acba6ce,,,,,,,"1",,2017/07/07 15:24:48,Pharmacie Woré Fall,,DiagneMarie,,,,,,
,,"477755585",way,13,,hospital,,,,,"46477894",,,,6ad8517911d6481ca148b79b3e42de94,,,,,,,"1",yes,2017/02/28 20:46:24,Hopital Phillipe.M.Senghor,,oulimata,,,,,,
-16.9902481127144,14.4289907991798,"7237222912",node,17,,pharmacy,,,,,"81372505",,,,37e74287d89d4851a21b77cf6abbfc6d,,,,,,,"1",,2020/02/23 17:52:24,Pharmacie Karafa,,Mohamed Sy,,,,yes,pharmacy,
-17.4464113161656,14.7317227621257,"4956886112",node,10,,doctors,,,,,"50110040",,,,022a6a7e248e42d3a7ced18ec0712688,,,,,,,"1",,2017/07/07 14:17:36,Cabinet CARIM,,Jacques Cartier,,,,,,
,,"316369265",way,13,,hospital,,,,,"69056579",,,,0f95e01ec44e4daaa15fe62f77ac0dac,,,,bing,,,"4",,2019/04/09 18:02:10,ASBEF: (Association ésénégalaise pour le bien étre familial),,baba_sigmatiq,,,,,,
-16.5067920076067,15.8667664784512,"6630806988",node,65,,doctors,,Mouit,Ministère de la santé,water_works,"72455444",no,,"+221775235782",f12acb15801c4f41a0dbdde0dafd0e9f,,24/7,operational,healthsites.io,,"intensive_care_unit;emergency_department","2",True,2019/07/20 09:23:50,Case de sante de Mouit,"1",mueschel,False,"5",,False,"birthing_center;alternative;pharmacy",public
-17.3466356553591,14.787265527324,"5137766230",node,10,,pharmacy,,,,,"52479721",,,,9c2788accef64ae5a4ec12f0c7c0d55d,,,,,,,"1",,2017/09/29 16:18:49,Mouhamed(PSL),,Lord Salomon,,,,,,
-17.438232422687,14.659787844167,"553095637",node,34,,hospital,"general;paediatrics",,,,"81003106",private,,,d7f04b69f54c439d8c4738ee26d93c13,,,operational,healthsites.io,,,"5",True,2020/02/14 10:32:30,Clinique de la Madeleine,,mueschel,,,,,"clinic;dentist;doctor;laboratory",private
-15.8746072449501,12.5734354171167,"4602997792",node,10,,doctors,,,,,"68404386",,,,7e8cc0f025e944c8b11398f43b690f28,,,,,,,"2",,2019/03/22 10:01:37,Centre de santé de Goudomp,,Jean-Marc Liotier,,,,,,
-17.4644538656608,14.7364154544364,"4956870869",node,10,,doctors,,,,,"50109741",,,,147ac0bc323b4d35bcabe154e82573b3,,,,,,,"1",,2017/07/07 14:04:12,Cabinet médical UNIMED,,Jacques Cartier,,,,,,
-17.4681003288174,14.7549132250929,"5245830699",node,13,,dentist,,,,,"70940288",,,,90759edf71664aa6aadb134ade516d3e,,,,,,,"2",,2019/06/04 23:07:30,clinic dentaire Ngoné,,mapman44,,,,,dentist,
-15.8685134337048,14.8411680378903,"5232752973",node,13,,pharmacy,,,,,"53842372",,,,0a7e15ec1b77403ba1e4f44a23a80b3e,,,,,,,"1",,2017/11/16 14:04:51,Wakeur Mama Cheikh Issa Dienne,,d9w9y,,,,,pharmacy,
-17.4521426100986,14.7359075949231,"4956886107",node,10,,dentist,,,,,"50110028",,,,d4db79b874a6407bb39aa8e9760da775,,,,,,,"1",,2017/07/07 14:17:07,Cabinet Dentaire,,michelle diatta,,,,,,
-17.444072262266,14.7561182913122,"4379511899",node,13,,pharmacy,,,,,"70940288",,,,cfb080ec6ced49a49688c5b818144d77,,,,,,,"2",,2019/06/04 23:07:30,Bousso Dramé,,mapman44,,,,,pharmacy,
-15.9095642235923,14.8521635861114,"5243078928",node,10,,pharmacy,,,,,"54007247",,,,8090096021914f6bb4cd84e5a27ee025,,,,,,,"1",,2017/11/22 17:26:17,Pharmacie Serigne Fallou,,Osto,,,,,,
-17.4333829049679,14.6719415199496,"4233521291",node,10,,doctors,,,,,"39903961",,,,c825c7323ddb4de7a3e4d5daa2f77c1e,,,,,,,"1",,2016/06/09 09:09:42,Bio 24,,Daniel Penney,,,,,,
-17.4276302371819,14.6709479291474,"553101854",node,10,,pharmacy,,,,,"12352240",,,,b2d44f41b13147e3acd9ec040ddd9220,,,,,,,"5",,2012/07/20 00:28:10,,,OSMF Redaction Account,,,,yes,,
-16.9273483834626,14.7957908448608,"4502739890",node,13,,clinic,,,,,"78389026",,,,4f09cab9b0bd4289ba70eccc11e37cc4,,,,,,,"3",,2019/12/13 18:42:23,Clinique Conception,,CRCulver,,,,,clinic,
-17.261923950936,14.7141322486686,"3567103148",node,6,,pharmacy,,,,,"45055584",,,,2f56d6d2bb7a46ae86428c8cae9ea1bf,,,,,,,"2",,2017/01/10 16:46:43,,,Jean-Marc Liotier,,,,,,
,,"628809925",way,13,,hospital,,,,,"63010085",,,,192cd9cdc3194284b233ff043dd03e75,,,,field survey Opencities Africa Saint Louis,,,"1",,2018/09/28 14:02:24,District sanitaire de Saint-Louis Qrt Hydrobase,,Lamine Ndiaye,,,,,,
-17.3871150509072,14.7516560175197,"4529331266",node,13,,doctors,,,,,"71224078",,,,c528740da6194d5c9390170ea04331b0,,,,,,,"2",,2019/06/13 16:06:45,UNITE MEDICAL D'INTERVENTION ET DIAGNOSTIC /MUSAFA,,mapman44,,,,,doctor,
-17.4431839481677,14.7600044768996,"4387667539",node,10,,doctors,,,,,"41964849",,,,770b40141a2949d4a471c9bd3c7699c6,,,,,,,"1",,2016/09/06 19:27:21,Cabinet Cardio_Pneumologie,,Lamine Ndiaye,,,,,,
-17.0541381638261,14.467518636212,"2304972451",node,6,,pharmacy,,,,,"36949120",,,,915caeeb07bd4c099811c42210ff8f2c,,,,,,,"3",,2016/02/02 01:08:00,,,Vincent Turmine,,,,,,
-16.506753283214,16.0439239531747,"6630804986",node,58,,pharmacy,,Goxu-Mbacc 2e Bayal,Dr Mame Yacine Ndoye,water_works,"72455444","private;public","1","+221339615189",fa1787ffc8264491bca28c080b1a60c5,,"Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-13:00; Su off; PH 08:00-22:00",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Pharmacie Bouchra,,mueschel,True,,,True,pharmacy,private
,,"370786911",way,13,,clinic,,,,,"67402815",,,,f3c460214e4c4763a3e53b5ebf9ffc67,,,,bing,,,"4",,2019/02/20 18:37:11,Espace Causerie et Sensibilisation du Poste de Santé de Sor Daga,,baba_sigmatiq,,,,,,
,,"560293744",way,13,,hospital,,,,,"56237852",,,,704cf2fea3d34067901e63b12350c26c,,,,,,,"1",,2018/02/10 10:39:42,Nafadji Health Post,,ElleDj,,,,,hospital,
,,"289770139",way,6,,doctors,,,,,"36764824",,,,7de9e6b5418b40fd8d2dd7efc91d2342,,,,,,,"3",,2016/01/23 20:09:30,,,Jean-Marc Liotier,,,,,,
-17.4560837809708,14.7333219454321,"4956870875",node,10,,clinic,,,,,"50109741",,,,8fe06b06502c45e9b54684f2cc8f1c98,,,,,,,"1",,2017/07/07 14:04:13,Plateau médical Espoir,,Jacques Cartier,,,,,,
-17.3504658498333,14.7847661276167,"5137766229",node,10,,pharmacy,,,,,"52479721",,,,981a097887c4495abac323cb33ff8d0d,,,,,,,"1",,2017/09/29 16:18:49,Mame Oumou Madicke,,Lord Salomon,,,,,,
-15.8809823528657,14.8524535999612,"5079391425",node,10,,pharmacy,,,,,"51725485",,,,e6592efb9b5049f29dd24891d093e6da,,,,,,,"1",,2017/09/04 16:40:33,Pharmacie Serigne Moustapha Saliou Mbacké,,Moustafa Bane,,,,,,
,,"325472760",way,10,,doctors,,,,,"68404386",,,,1957566b7aae4464a9750507e7a2af0b,,,,,,,"3",,2019/03/22 10:01:40,Case de santé,,Jean-Marc Liotier,,,,,,
-17.3800141539957,14.7620144572805,"4529331263",node,10,,doctors,,,,,"68404087",,,,b0624482b1754e0a914bf854acf2774e,,,,,,,"3",,2019/03/22 09:57:07,Poste de Santé Sant Yalla,,Jean-Marc Liotier,,,,,,
,,"340429420",way,17,,hospital,,,,,"48821187",,,,f92e95245d354e83802d72bd1c0c6c99,,,,SIC-CKM,,,"3",yes,2017/05/19 12:57:41,Hopital de Keur Massar,,Jean-Marc Liotier,,,,,,
-17.4420853321188,14.7350347873457,"4956981357",node,10,,pharmacy,,,,,"50111558",,,,dd9a787675b54bd5b9c912566ab9fe6e,,,,,,,"1",,2017/07/07 15:24:48,Pharmacie Thierno Tylere,,DiagneMarie,,,,,,
,,"551919119",way,6,,,,,,,"55293616",,,,cd64146e38764173845d6a4b900b8dc8,,,,,,,"1",,2018/01/09 13:46:15,,,franzisbird,,,,,optometrist,
-17.3241163313789,14.7327110723288,"4517227628",node,13,,pharmacy,,,,,"43897991",,,,c10c0a4961ac42cabdecda0176dcc1fe,,,,,,,"1",,2016/11/23 15:01:33,Pharmacie grand mbao,,Bougouma,,,,yes,,
-17.4520567794101,14.7295538608605,"4956981361",node,10,,pharmacy,,,,,"50111558",,,,9e117c614998404885ccbfe77acaa388,,,,,,,"1",,2017/07/07 15:24:49,Pharmacie Bagdad Khar Yalla,,DiagneMarie,,,,,,
-16.525146531538,15.0713583169068,"4734718344",node,10,,doctors,,,,,"68404386",,,,0b30a951ad9b4eb5a2ba60c690d9bc67,,,,,,,"2",,2019/03/22 10:01:37,Case de Santé Tabby,,Jean-Marc Liotier,,,,,,
-17.3155715678268,14.7278321341296,"2342084710",node,13,,pharmacy,,,,,"16525242",,,,0e4bd13aa6be47e2b98ae7be1c908ffd,,,,,,,"1",,2013/06/12 15:16:39,Pharmacie du Cap des Biches,,Christophe P,,,,no,,
-17.4605299615092,14.7360272885004,"4956827013",node,10,,pharmacy,,,,,"50109006",,,,407699c7000b4ca883a60a91903e634a,,,,,,,"1",,2017/07/07 13:31:23,Pharmacie Scat Urbam,,Jacques Cartier,,,,,,
-17.4065474037676,14.7479797986068,"4485775395",node,13,,hospital,,,,,"71224078",,,,a40d7ab8b99c4150a49b9ea5a8d2b836,,,,,,,"2",,2019/06/13 16:06:45,Institut de Prevoyance Retraite du Senegal Centre Medico-Social de Pikine,,mapman44,,,,,hospital,
,,"352274689",way,10,,pharmacy,,,,,"71224527",,,,9f2d4448c239451f86a3569824c24039,,,,,,,"4",,2019/06/13 16:20:37,,,mapman44,,,,,pharmacy,
-17.451229820843,14.7362910669933,"4637439020",node,10,,doctors,,,,,"68404087",,,,90f19cd8bd0f4f528f9c9c7182c41d52,,,,,,,"2",,2019/03/22 09:57:07,Poste de santé Grand-Yoff 2,,Jean-Marc Liotier,,,,,,
-17.4627775688452,14.6788513932878,"5564768400",node,10,,clinic,,,,,"58239874",,,,4f10fe2190844beaadabe997e0c483e5,,,,,,,"1",,2018/04/19 17:24:57,Centre d'imagerie diagnostique et interventionnelle de soumbedioum,,bcissokho,,,,,,
-17.4570108194618,14.7386125188962,"4956870877",node,10,,clinic,,,,,"50109741",,,,cc0a961d0ab545f7bf810cf8f5ce348f,,,,,,,"1",,2017/07/07 14:04:13,Centre Keru Yakaar,,Jacques Cartier,,,,,,
-15.5869496319476,13.7690594224479,"2239006236",node,10,,hospital,,,,,"15555333",,,,54701229864948dda97a3203af250681,,,,,,,"1",,2013/03/30 19:32:23,Maternité de Kaymor,,ALY CISSE UGBSL,,,,,,
-16.2696666257235,12.5874722550853,"3900578336",node,10,,pharmacy,,,,,"36054647",,,,a30c21e708f94864acb93adf2bac914b,,,,,,,"1",,2015/12/19 21:30:12,Pharmacie du Port,,SeverinGeo,,,,,,
-17.2819990281317,14.8049929172599,"6167233386",node,13,,pharmacy,,,,,"70940321",,,,7eb885e6f0dd491eaa5bedb54e6f2ef3,,,,,,,"2",,2019/06/04 23:10:10,Pharmacie Baye Issa,,mapman44,,,,,pharmacy,
-13.6758038754761,13.7652838779824,"6207591824",node,20,,pharmacy,,,,,"74303696",,,+221 339813207,ce57f3f52e6245929996579144dc93de,,,,,,,"2",,2019/09/10 11:07:46,Mame Diarra Bousso,,edvac,,,,yes,pharmacy,
-17.3919674184734,14.7753152803315,"4127878990",node,10,,pharmacy,,,,,"38692565",,,,5b747e54a68646bc9c8ab8028abcfe7a,,,,,,,"2",,2016/04/19 11:33:20,Pharmacie Marianne,,Arona KANE,,,,,,
,,"546917134",way,10,,clinic,,,,,"54637017",,,,3fe5a613ced0476ca5ec02b67318b15e,,,,,,,"1",,2017/12/14 21:43:58,,,Ibrahima Khalil GUEYE,,,,,clinic,
-17.4737563532599,14.7138520416455,"3463516808",node,10,,pharmacy,,,,,"30308800",,,,1e3b3ba09d994038b23897d7b0669b99,,,,,,,"1",,2015/04/18 14:43:20,Pharmacie de la Piste El Hadj Bakhao Seck,,SeverinGeo,,,,,,
-17.4591007631991,14.6979366515377,"5469615959",node,13,,clinic,,,,,"71224527",,,,019ca870a3a3474a92e5398e4446b658,,,,,,,"2",,2019/06/13 16:20:37,Centre de Santé de la Reproduction,,mapman44,,,,,clinic,
-16.6386541804947,15.1115755265236,"5141742240",node,13,,pharmacy,,,,,"71224874",,,,16437a20c6a74120b0c8cde0e8430d9a,,,,,,,"4",,2019/06/13 16:29:26,Daraji,,mapman44,,,,,pharmacy,
-16.4870302459516,15.9943473428363,"6630796288",node,58,,pharmacy,,Pikine Sor Daga,Docteur Ibrahima Thiam,water_works,"72455444","public;private","1","+221339615183",17fda0050512427fa1b3580bd6afb42e,,"Mo 08:30-22:00; Tu 08:30-22:00; We 08:30-22:00; Th 08:30-22:00; Fr 08:30-22:00; Sa 08:30-13:00; Su off; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Guy Seddele,,mueschel,True,,,True,pharmacy,private
-17.4643692084388,14.6989649434191,"4076540409",node,13,,pharmacy,,,,,"71224527",,,,fb262d30f4b54fe787e5798964911f7b,,,,,,,"2",,2019/06/13 16:20:37,PHARMACIE RESIDENCE S MALICK DIEYE,,mapman44,,,,,pharmacy,
-12.5191675383852,14.7337762445841,"2421321415",node,6,,hospital,,,,,"17377746",,,,f7bfdf0472174f4aafee68be8ba88748,,,,,,,"1",,2013/08/16 21:51:20,,,amkane,,,,,,
-17.39147774769,14.749118647791,"4529331262",node,13,,hospital,,,,,"71224078",,,,c49a99a0606345e199134bd5ec8acb85,,,,,,,"2",,2019/06/13 16:06:45,Poste de sante Guinaw rail Sud,,mapman44,,,,,hospital,
-17.4479778100497,14.7409499802342,"4956841238",node,10,,pharmacy,,,,,"50109188",,,,2831b162ec0c4f7383f93943c1d4ca53,,,,,,,"1",,2017/07/07 13:40:44,Pharmacie Cite Millionnaire,,michelle diatta,,,,,,
-17.447405409882,14.7049258176799,"6905625263",node,13,,pharmacy,,,,,"76147947",,,,3ab2aa9ee1e346b188d151c7674499c9,,,,survey,,,"2",,2019/10/24 11:15:22,Pharmacie Mach-allah,,Makya Dramé,,,,,,
-17.4555082794989,14.7333746676031,"4956841240",node,10,,pharmacy,,,,,"50109188",,,,39790537b0214805aecd8958a47d9953,,,,,,,"1",,2017/07/07 13:40:44,Pharmacie Khar Yalla,,michelle diatta,,,,,,
-17.4434106786485,14.763632080774,"4712187262",node,6,,pharmacy,,,,,"46502365",,,,1198237dab514ce2bf721c6ec652cc42,,,,,,,"1",,2017/03/01 19:17:45,,,AlassaneC,,,,,,
-17.3581316031996,14.7776678290952,"5137766225",node,10,,pharmacy,,,,,"52479721",,,,61ab3fda41aa46f0a5a68e21c7b83b87,,,,,,,"1",,2017/09/29 16:18:49,Yeumbeul,,Lord Salomon,,,,,,
-16.9358744553707,14.7960433916034,"4138893089",node,10,,doctors,,,,,"38760738",,,,c8728461eb7f47abb2d1e889bd73ffb8,,,,,,,"1",,2016/04/21 15:49:19,Consultation PNT,,joe_engmark,,,,,,
-14.7542401572622,16.548880897208,"3756012688",node,10,,pharmacy,,,,,"34208599",,,,70a76ff26f444270877c1d618dc02a53,,,,,,,"1",,2015/09/23 15:44:10,Pharmacie,,Mamadou Aliou BA,,,,,,
-17.2585747100659,14.7180314262059,"3564628974",node,10,,pharmacy,,,,,"31651252",,,,048a7539668a4e9687a9cad3a9abb98e,,,,,,,"1",,2015/06/02 00:00:12,,,mamadou_sene,,,,no,,
-17.4380126491858,14.7264793787764,"5473144596",node,13,,dentist,,,,,"71224078",,,,143fa775e295498795e38fc1b8f73255,,,,,,,"2",,2019/06/13 16:06:45,Cabinet Dentaire Arc-En-Ciel,,mapman44,,,,,dentist,
-16.5070555346425,15.8876829310875,"6630806987",node,55,,pharmacy,,Tassinere,Dr Ahmadou Anta Mar,water_works,"72455444","public;private",,"+221773725845",2a28dd190b494ce1a36bcee9ae3fa977,,"Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-22:00; Su off; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Pharmacie Gandiol,,mueschel,True,,,True,"pharmacy;doctor",private
